agency,sub_agency,artist_name_en,artist_name_ja,youtube_channel_id,apple_artist_id,wikipedia_title_ja,wikipedia_title_en,status,notes,image_url
JYP,INNIT Entertainment,OURBIRTHDAY,アワーバースデー,UCTKAsxI3zuPPGGrcCJOqvzg,6783251556,OURBIRTHDAY,Ourbirthday,収集対象(要ID解決),2026-07-22プレデビュー(3名体制→将来7名)。データ蓄積は今から始めるほど貴重,https://yt3.ggpht.com/EEFkHn08IxEE_F3WwMjAbPsXCCEO68m5DJ0bVoVLoOVtBdA1WymeJHSK36cj2K0WThLRwOZE=s88-c-k-c0x00ffffff-no-rj
JYP,JYP Entertainment Japan(Sony Music Japan),NEXZ,ネクスト,UC-o9yrZxu5Ru-DVGhnmeTug,1719566463,NEXZ,Nexz,収集対象(要ID解決),ニジプロ2。2024-05-20デビュー,https://yt3.ggpht.com/X0PvDdeIv3k2FgjElMbbmW6JFNa4a-IxGGIr154IbKJB2YzfbOs4PvTdmTKc7TJRjTeQ3m52jQ=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,BLACKPINK,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,1141774019,BLACKPINK,Blackpink,収集対象(要ID解決),,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00Zjg3czU2M3ZkczloJnM9anA2JnQ9bSZ1PTFsMTF1MzRiODNoMDAmaT0w/m470x470
YG,YG Entertainment,TREASURE,TREASURE,UCx9hXYOCvUYwrprEqe4ZQHA,1526319335,TREASURE,Treasure (band),収集対象(要ID解決),,https://yt3.ggpht.com/aUvewrJGTcI4ANkUkWnnwkDr0esbtIrWntgvCb1GWGnRAEKHePNCirzbC2YdoIdKSA0_c63XBQ=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,WINNER,WINNER,UCr-QRfaObv0ylqV6b-v14BQ,908222845,WINNER,Winner (band),収集対象(要ID解決),,https://yt3.ggpht.com/ytc/AIdro_nZtXSBPc8cn1W8AAcSzJWGEOvuef9-lxnD06UoydoY8g=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,BABYMONSTER,ベビーモンスター,UCqwUnggBBct-AY2lAdI88jQ,1715981813,BABYMONSTER,Babymonster,収集対象(要ID解決),,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470
YG,YG Entertainment,AKMU,AKMU (アッコムグァチャン),UCIcXK1CI8URMIqNO_1cehiQ,747306596,AKMU,Akmu,収集対象(要ID解決),,https://yt3.ggpht.com/HQAdEBGy5ckY50VSIWTMgkruPbRpiqgFjxmiPMey5_B10iVma1fEL52wcNcRgxnPqtJb0V7q=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,Taeyang,テヤン,UCDJnRpq0DnQhrwi1ruuQa7g,1683284485,テヤン,Taeyang,収集対象(要ID解決),BIGBANGソロ,https://yt3.ggpht.com/xaWVFh7979ngt_atggGBY6mCwnxEHRU5Zfj7yzzKtkng4kgl9Fq-zVLz9kfb6CD_g3fQ8PNbwQ=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,G-Dragon,ジードラゴン,UCeU5qTuBiqTU5z-hyL6WITQ,320373708,G-DRAGON,G-Dragon,収集対象(要ID解決),2024年YG復帰・要現況確認,https://yt3.ggpht.com/lwmgwa2stvbxCPXv0ROr1Eu54zGc9AIQ5GZVzliJoh3GIXIOEglrVDCFxHiP-Tf7Q65zbQsR=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,BIGBANG,BIGBANG,UCzw-C7fNfs018R1FzIKnlaA,318754656,BIGBANG,Big Bang (South Korean band),収集対象(要ID解決),活動頻度低め・要確認,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zb3ZxM2lwN2Q1cDFrJnM9anA2JnQ9bSZ1PTFsbzNubTNybzRsMDImaT0y/m470x470
YG,(移籍報道あり),iKON,iKON,UCWxCyZibDIWIrGIgP25mbfw,1044506362,IKON,IKon,要判断,2023年YG退所・143 Entertainment移籍の報道あり要確認削除,https://yt3.ggpht.com/Rydo3NnLlM_EfXkaY04nhpsEzzMaEy6bzFxT2jw9axtyPkNcVOA0nZuXPGRNAF_CG5mfvQrpSw=s88-c-k-c0x00ffffff-no-rj
YG,YG Entertainment,Lee Hi,イ・ハイ,UCT86dWwZWeJWGQCDzbipU-A,1484046668,イ・ハイ,Lee Hi,収集対象(要ID解決),,https://yt3.ggpht.com/evWQ8qHLVmFsLoW7d01jzSu7ndBuY1fN56kpFVnb7ZLoNif4UNvQWjUYsx4gySr-h3bxDuISKw=s88-c-k-c0x00ffffff-no-rj
YG,THE BLACK LABEL,MEOVV,ミヤオ,UCowiwt93gqGlNG4k5VDxO-w,1765256889,MEOVV,Meovv,収集対象(要ID解決),2024-09-06デビュー。THE BLACK LABELはYGが出資しTEDDY氏が設立したレーベル。ユーザー指示により「他事務所」からYGに移動(2026-07-25),https://yt3.ggpht.com/NxoBuYZdbffhyDihaiDFO_AOVsnj11EgjZKR4zGIFDSQEIijrzel3ZvE1x9MkvMsyFd1EG4ytVQ=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,aespa,aespa,UC9GtSLeksfK4yuJ_g1lgQbg,1540251304,Aespa,Aespa,収集対象(要ID解決),,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470
SM,SM Entertainment,NCT DREAM,NCT DREAM,UCXURHJRGr4-EB3l87kcbElw,1208839599,NCT DREAM,NCT Dream,収集対象(要ID解決),,https://yt3.ggpht.com/zueBt4nWmanBgh4z4W1-S5wbiOIESaXVad_TKTbeHlx97T8fKcbjyX-0iwGaPvZ8BQA1Esyybw=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,NCT 127,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,1235849306,NCT 127,NCT 127,収集対象(要ID解決),,https://yt3.ggpht.com/e8K-7Yu4rcqxSFJwqQrIvwYF14oEgUJ5X510R5rDz8EUe6BC7pPVSA5tG4F1ZTAjXvFl2jMGzg=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,RIIZE,ライズ,UCdVD0MsYecQaIE5Ru-pOIQQ,1702435257,RIIZE,Riize,収集対象(要ID解決),,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zN2Z1bnZ1aXAzdW5jJnM9anA2JnQ9bSZ1PTFsMzd0bXRhczQ2MDAmaT0w/m470x470
SM,SM Entertainment,Red Velvet,レッドベルベット,UCk9GmdlDTBfgGRb7vXeRMoQ,906961899,Red Velvet,Red Velvet,収集対象(要ID解決),,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tM2w1NnFqcDQ4aGdyJnM9anA2JnQ9bSZ1PTFsaDJlOWg3bzNkMDAmaT0w/m470x470
SM,SM Entertainment,EXO,EXO,UCzCedBCSSltI1TFd3bKyN6g,657630070,EXO,Exo,収集対象(要ID解決),,https://yt3.ggpht.com/ujB2n35HjiBrD1UHWY6aLdZJ4-g01agipoXe2NFQaAbuEhnIPnJHbrfi9ScdgawZWSuKZkPGhg=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,SHINee,SHINee,UCyPwRgc3gQGqhk6RoGS50Ug,433371033,SHINee,Shinee,収集対象(要ID解決),,https://yt3.ggpht.com/pVXAkNhw4ebUL_F5CGQk9AuGlOXyoKUrVXlbrmtJhC4CZbE_lH6bkZLhNenIXfSZ95HkpIDLPw=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,TVXQ,東方神起,UC6dXhxQtzjlEGauwEGtLuSw,540125745,東方神起,TVXQ,収集対象(要ID解決),,https://yt3.ggpht.com/U2bnpmMomm03RUoHoUuJjE2PXthmReCUeWHfFPeXLblFrx1oZTo-BNEC5w7woOx-APRc4hVD0w=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,Girls' Generation,少女時代,UCPENYtHg4Xhmm6oX8zaQA7Q,357463500,少女時代,Girls' Generation,収集対象(要ID解決),グループ活動は不定期・要確認,https://yt3.ggpht.com/VqPhXglcZqqrNISKpJ1IFdSHBziGBVkEAy0PPuHeJJ0TqGL9hQBzZlccEsYytxQj_HPJAtJSnIg=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,WayV,WayV,UC-ZHt5Zgadfx-B1CM63Lqew,1449462311,WayV,WayV,収集対象(要ID解決),NCT中国ユニット,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zdnF1MmJhcW9kbHEmcz1qcDYmdD1tJnU9MWxqajZnZGFnNGhnMSZpPTE/m470x470
SM,SM Entertainment,SUPER JUNIOR,スーパージュニア,UCFipx49muiJ8-d2YsnLlNVw,284066214,SUPER JUNIOR,Super Junior,収集対象(要ID解決),,https://yt3.ggpht.com/es38yq_ji8DoV2X6V09W1is4Q8ZyEmvCuQDQGX9L-Sh2EkSNTXZInT2OfeTP2BcnpB3aC41B=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,NCT U,エヌシーティー・ユー,UCmJp1GNTNL-7ElxZSsYAd0Q,1614202131,NCT U,NCT U,収集対象(要ID解決),NCTのプロジェクトユニット(曲ごとにメンバー変動),https://yt3.ggpht.com/HQSXtbEvsfNxQCXo25ihfiOGYQXcAgBuA7zOkU9qHs51VsUAvl9V2scqipJGoV8-vV2VDPdFBQ=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,NCT WISH,エヌシーティー・ウィッシュ,UCiZqWVAeChfqlom5ZPR3ZJA,1710322244,NCT WISH,NCT Wish,収集対象(要ID解決),NCT日本発ユニット。2024年デビュー,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNjFyOHJycmNjMzBmNSZzPWpwNiZ0PW0mdT0xbDd2MWF1NTg0dWcwJmk9MA/m470x470
SM,SM Entertainment,f(x),エフエックス,UC6qbHF5Aql0EbXn52P7ofXA,425076892,F(x),F(x) (group),収集対象(要ID解決),2019年頃から活動休止状態、メンバー個別活動中。データが薄い可能性あり,https://yt3.ggpht.com/ytc/AIdro_kOLgR_0hKay77NzMIBmVx06UCUGmTwPOl9J_DU-glAtmc=s88-c-k-c0x00ffffff-no-rj
SM,SM Entertainment,Hearts2Hearts,ハツハツ,UC7Q3HUnJA3nvjZR2JeMn2Cw,1793698498,Hearts2Hearts,Hearts2Hearts,収集対象(要ID解決),SM新人ガールズグループ。2025年デビュー,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNTZkcmcwZzZlZHA1diZzPWpwNiZ0PW0mdT0xbGwxMDQ1MWM1OWcwJmk9MA/m470x470
HYBE,PLEDIS Entertainment,TWS,TWS,UC8C6QOPDVYwmuaSBZksefdg,1721226191,TWS,TWS (group),収集対象(要ID解決),2024-01-22デビュー。PLEDIS(HYBE)所属のためOTHERではなくHYBEに分類,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj05ZGY0a3Ztb20ycHUmcz1qcDYmdD1tJnU9MWlsOXZrcTQ4NDgwMCZpPTA/m470x470
HYBE,ABD,TUIDE,トゥイド,UCgQ7HPx1qcmH9_lPTlWOnQw,6795782852,,,収集対象(要ID解決),2026-08-24デビュー予定。HYBE新レーベルABD初アーティスト(7人組)。デビューEP「TUNE & PLAY」。Wikipedia記事未整備のためタイトル空欄,https://yt3.googleusercontent.com/vNal1YSjhgQJ25_mgYjw8OKxXe3nmkvPE5pO4UkLe0SLylZeg3kozBfPwXrpfH-QWP3OBFUD=s88-c-k-c0x00ffffff-no-rj
